GeoRegion,id,Operators,Domicile,Country,EconRegion,Growth_1Yr,Growth_2Yrs,Growth_3Yrs,Growth_4Yrs,Growth_5Yrs,Growth_10Yrs,entrytime,Admin,Demographics,Economic,Financial,Geographic,Global_Connected,Knowledge,Political,Brand_Val,Enterprise_Val,BV_div_EV,Brand_Rat_3cat,Nos_Countries,Large_Govt_Share,Major_Share,Operato_Age,Multinational,Nos_Empl,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI_Index,Econ_Glob,Social_Glob,Political_Glob,Overall_Glob,GII_Input,GII_Output,GII_Overall,PR,CL,Ethnic_Frac,Linguistic_Frac,Religious_Frac,Power_Distance,Individualism,Masculinity,UA,Longtrem,Indulgence_Restraint,G3,opertype
2,38,Vodafone,United Kingdom,Greece,1,1.46,1.17,.,.,.,.,3.3,46.223,0.412,1.134,5.615,2.462,5.291,1.238,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,3.546,11.104,27.72,0.859,86.168,75.932,33.6,73.34,81.55,91.56,81.4,42.48,25.89,34.18,1,2,0.158,0.03,0.153,60,35,57,112,45.34,49.55,0,1
2,38,Vodafone,United Kingdom,Malta,1,0.96,.,.,.,.,.,4.05,15.303,1.242,7.719,4.413,2.3951,2.299,6.026,8.5259,29,178.6,0.16,3,29,0,31,26,1,84.99,4.542,0.424,20.98,0.819,1288.991,94.486,27.4,93.41,77.18,52.58,76.16,55.27,56.98,56.13,1,1,0.041,0.091,0.122,56,59,47,96,47.1,65.63,0,1
3,38,Vodafone,United Kingdom,New Zealand,1,0.87,0.77,.,.,.,.,3.3,6.687,1.035,0.567,1.893,18.5617,0.391,0.108,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,4.655,4.346,25.4,0.899,16.34,86.148,31.7,82.41,74.16,81.32,79.06,60.97,46.61,53.79,1,1,0.397,0.166,0.811,22,79,58,49,32.75,74.55,0,1
2,38,Vodafone,United Kingdom,Portugal,1,1.26,0.92,0.93,.,.,.,2.3,5.808,0.836,2.093,2,1.6764,3.012,1.533,7.2931,29,178.6,0.16,3,29,0,31,26,1,84.99,3.467,10.585,20.13,0.812,115.386,59.964,34.91,83.48,84.7,93.63,86.73,50.32,34.47,42.4,1,1,0.047,0.02,0.144,63,27,31,104,28.21,33.26,0,1
1,38,Vodafone,United Kingdom,Qatar,1,0.68,.,.,.,.,.,4.55,3.953,35.037,8.617,7.91,5.373,.,6.771,11.1376,29,178.6,0.16,3,29,0,31,26,1,84.99,7.549,1.657,88.29,0.825,137.018,98.47,41.1,80.42,65.42,71.27,72.36,51.71,43.77,47.74,6,5,0.746,0.48,0.095,80,38,53,68,23,34,0,1
2,38,Vodafone,United Kingdom,Albania,2,.,.,.,.,.,.,5.8,19.908,5.973,7.414,.,2.1818,30.447,7.606,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,3.889,3.151,4.73,0.725,106.844,51.076,30,64.78,44.29,80.69,61.6,40.51,20.43,30.47,3,3,0.22,0.04,0.472,90,20,80,70,61.46,14.51,0,1
2,38,Vodafone,United Kingdom,Iceland,1,0.95,.,.,.,.,.,3.8,97.355,1.905,2.535,5.184,1.5129,0.144,0.085,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,3.767,0.316,38.16,0.894,3.177,93.511,28.7,75.08,71.11,72.32,72.85,62.48,47.72,55.1,1,1,0.08,0.082,0.191,30,60,10,50,28,66.74,0,1
3,38,Vodafone,United Kingdom,Australia,1,0.75,0.53,.,.,.,.,3.55,8.937,1.069,0.221,4.961,15.3109,0.394,0.308,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,3.409,22.221,36.31,0.927,2.824,88.59,35.63,76.97,84.75,90.01,83.44,62.81,36.89,49.85,1,1,0.093,0.335,0.821,38,90,61,51,21.16,71.43,0,1
2,39,WIND,Italy,Italy,1,1.8,1.19,0.92,0.78,0.7,0.42,4.25,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,4.162,57.093,27.14,0.828,193.608,67.222,34.3,73.85,78.49,94.5,81.26,47.88,33.49,40.69,1,1,0.115,0.115,0.303,50,76,70,75,61.46,29.69,1,1
4,39,WIND,Italy,Canada,1,0.92,0.64,0.49,0.42,0.37,.,9.25,7.415,3.658,0.462,1.154,6.8516,4.628,2.27,17.5624,.,.,.,.,.,.,.,.,.,.,2.341,30.842,31.47,0.867,3.384,79.478,31.7,78.76,90.72,93.21,87.16,64.41,48.26,56.33,1,1,0.712,0.577,0.696,39,80,52,48,36.02,68.3,1,1
2,39,WIND,Italy,Greece,1,2.04,1.64,1.41,1.2,0.97,0.54,3.75,38.694,0.416,1.441,1.442,0.8807,3.775,0.225,17.5624,.,.,.,.,.,.,.,.,.,.,3.391,11,20.71,0.801,83.831,72.716,33.6,75.14,80.76,89.11,81.07,42.48,25.89,34.18,1,2,0.158,0.03,0.153,60,35,57,112,45.34,49.55,1,1
2,39,WIND,Italy,Italy,1,1.82,.,.,.,.,.,4.05,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,2.894,60.365,28.82,0.869,200.909,68.209,33.5,73.18,78.99,98.41,82.28,47.88,33.49,40.69,1,1,0.115,0.115,0.303,50,76,70,75,61.46,29.69,0,1
2,39,WIND,Italy,Greece,1,.,.,.,.,.,.,5.3,38.694,0.232,0.328,0.426,0.8807,1.852,0.189,16.2471,.,.,.,.,.,.,.,.,.,.,3.546,11.104,27.72,0.859,86.168,75.932,33.6,73.34,81.55,91.56,81.4,42.48,25.89,34.18,1,2,0.158,0.03,0.153,60,35,57,112,45.34,49.55,0,1
5,40,Zain,Kuwait,Sudan,3,1.06,0.84,0.7,0.59,0.51,.,7.75,.,22.406,.,.,.,.,.,.,2.89,24.17,0.12,2,10,1,56.25,35,0,13,10,28.082,1.55,0.399,14.635,32.495,35.39,42.7,20.76,52.87,37.4,26.06,14.65,20.36,7,7,0.715,0.719,0.431,.,.,.,.,.,.,1,1
5,40,Zain,Kuwait,South Sudan,4,1.39,1.13,0.96,0.84,0.73,.,7.75,.,22.406,.,.,.,.,.,.,2.89,24.17,0.12,2,10,1,56.25,35,0,13,10,6.789,1.26,0.429,10.968,16.504,46.3,38.05,22.08,59.68,39.29,28.31,6.98,17.65,7,7,0.645,0.484,0.567,.,.,.,.,.,.,1,1
2,40,Zain,Kuwait,Romania,2,0.94,0.83,0.77,0.71,.,.,4.25,21.818,25.558,5.551,26.569,2.5753,38.161,0.125,6.2968,2.89,24.17,0.12,2,10,1,56.25,35,0,13,4.775,22.349,6.15,0.708,97.701,53.004,30.04,59.68,53.14,88.59,65.24,41.8,31.86,36.83,2,2,0.307,0.172,0.237,90,30,42,90,51.89,19.87,1,1
1,40,Zain,Kuwait,Jordan,2,0.43,0.38,0.33,0.24,.,.,10.5,1.828,17.821,11.653,0.511,0.9521,33.198,0.099,3.8304,2.89,24.17,0.12,2,10,1,56.25,35,0,13,6.8,4.801,4.33,0.706,57.832,79.808,36.2,63.85,58.1,80.89,66.42,40.29,32.13,36.21,4,4,0.299,0.295,0.604,80,38,53,68,.,.,1,1
1,40,Zain,Kuwait,Bahrain,1,1.2,0.94,0.78,0.82,0.74,0.52,3.25,7.329,6.974,2.031,0.347,0.6126,24.281,0.176,0.2716,2.89,24.17,0.12,2,10,1,56.25,35,0,13,10,0.683,20.6,0.794,936.076,88.372,39.73,87.09,68.5,39.79,67.19,52.73,22.87,37.8,5,5,0.502,0.434,0.553,80,38,53,68,23,34,1,1
1,40,Zain,Kuwait,Saudi Arabia,1,1.18,0.93,0.72,0.59,0.5,.,8,10.349,22.988,1.558,0.767,0.5064,.,0.181,1.5502,2.89,24.17,0.12,2,10,1,56.25,35,0,13,10,20.518,19.21,0.742,9.659,79.848,45,62.73,73.58,57.24,65.22,45.94,26.94,36.44,7,6,0.18,0.095,0.127,80,38,53,68,35.52,52.23,1,1
1,40,Zain,Kuwait,Kuwait,1,1.12,1,0.94,0.83,0.74,0.44,4.25,0,0,0,0,0,0,0,0,2.89,24.17,0.12,2,10,1,56.25,35,0,13,5.899,1.943,36.15,0.786,115.081,98.113,39.73,59.96,81.92,55.86,66.94,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,1,1
2,40,Zain,Kuwait,Portugal,1,1.1,0.97,0.87,0.79,0.79,.,4.75,6.578,25.737,4.379,5.683,4.9806,34.24,0.091,9.6699,2.89,24.17,0.12,2,10,1,56.25,35,0,13,3.602,10.328,19.61,0.782,112.458,54.399,38.9,84.03,84.79,91.82,86.46,50.32,34.47,42.4,1,1,0.047,0.02,0.144,63,27,31,104,28.21,33.26,1,1
1,40,Zain,Kuwait,Iraq,2,.,.,.,.,.,.,14.26,4.872,24.859,5.461,.,0.4237,.,0.302,2.4936,2.89,24.17,0.12,2,10,1,56.25,35,0,13,10,24.159,5.4,0.607,53.88,68.496,28.6,58,26.19,55.39,38.68,33.24,19.04,26.14,6,6,0.369,0.369,0.484,95,30,70,85,25,17,1,1
1,40,Zain,Kuwait,Lebanon,2,0.5,0.37,0.3,.,.,.,11.25,8.149,16.752,8.309,4.126,1.0555,.,0.127,1.262,2.89,24.17,0.12,2,10,1,56.25,35,0,13,5,3.296,7.51,0.733,316.263,86,31.8,65.54,69.53,60.76,65.7,40.88,33.34,37.11,5,4,0.131,0.131,0.789,80,38,53,68,23,34,1,1
1,40,Zain,Bahrain,Jordan,2,.,.,.,.,.,.,5.3,14.449,10.644,3.873,1.391,1.5269,2.223,0.023,28.6,2.89,24.17,0.12,2,10,1,56.25,35,0,13,3.377,6.318,5.16,0.739,76.832,82.22,33.8,65.8,61.43,85.8,69.7,40.29,32.13,36.21,4,4,0.299,0.295,0.604,80,38,53,68,.,.,0,1
1,40,Zain,Bahrain,Kuwait,1,0.49,0.38,.,.,.,.,3.05,7.329,0.818,1.87,0.575,0.6126,20.01,0.027,18.0693,2.89,24.17,0.12,2,10,1,56.25,35,0,13,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,0,1
1,40,Zain,Bahrain,Saudi Arabia,1,2.11,1.68,1.39,.,.,.,1.79,6.154,9.458,0.98,1.261,0.5686,6.206,0.001,18.9585,2.89,24.17,0.12,2,10,1,56.25,35,0,13,4.02,27.027,20.23,0.792,12.402,81.867,45,68.57,74.28,60.43,68.43,45.94,26.94,36.44,7,6,0.18,0.095,0.127,80,38,53,68,35.52,52.23,0,1
1,40,Zain,Bahrain,Bahrain,1,1.04,1.28,.,.,.,.,3.55,0,0,0,0,0,0,0,0,2.89,24.17,0.12,2,10,1,56.25,35,0,13,5.058,1.222,26.31,0.81,1559.249,88.5,39.73,87.55,65.76,45.71,67.97,52.73,22.87,37.8,5,5,0.502,0.434,0.553,80,38,53,68,23,34,0,1
